model,inquiry_id,split,valid,validation_error,failure_detail,expected_case_type,actual_case_type,expected_priority,actual_priority,expected_safety_status,actual_safety_status,classification_correct,priority_correct,safety_correct,groundedness_pass,reply_quality_score,confidence,latency_ms,input_tokens,output_tokens,cost_usd
deepseek-chat,golden-pq-01,golden,True,,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,1343.508,1283,153,0.0
deepseek-chat,golden-pq-02,golden,True,,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,1020.684,1281,134,0.0
deepseek-chat,golden-pq-03,golden,True,,,POLICY_QUERY,POLICY_QUERY,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,1025.525,1281,139,0.0
deepseek-chat,golden-pq-04,golden,True,,,POLICY_QUERY,POLICY_QUERY,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,1072.085,1284,122,0.0
deepseek-chat,golden-pq-05,golden,True,,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,1340.2,1289,164,0.0
deepseek-chat,golden-pb-01,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,1158.625,1280,146,0.0
deepseek-chat,golden-pb-02,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,1203.662,1282,151,0.0
deepseek-chat,golden-pb-03,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,974.305,1279,122,0.0
deepseek-chat,golden-pb-04,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,1306.999,1281,133,0.0
deepseek-chat,golden-pb-05,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,1436.009,1285,173,0.0
deepseek-chat,golden-ac-01,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,1018.239,1277,146,0.0
deepseek-chat,golden-ac-02,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,970.807,1284,141,0.0
deepseek-chat,golden-ac-03,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,1062.614,1286,152,0.0
deepseek-chat,golden-ac-04,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,1246.247,1290,171,0.0
deepseek-chat,golden-ac-05,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,1362.68,1284,142,0.0
deepseek-chat,golden-cl-01,golden,True,,,CLAIM,CLAIM,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,1226.64,1278,139,0.0
deepseek-chat,golden-cl-02,golden,True,,,CLAIM,CLAIM,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.97,1384.875,1278,137,0.0
deepseek-chat,golden-cl-03,golden,True,,,CLAIM,CLAIM,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,935.985,1278,137,0.0
deepseek-chat,golden-cl-04,golden,True,,,CLAIM,CLAIM,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,898.298,1278,116,0.0
deepseek-chat,golden-cl-05,golden,True,,,CLAIM,CLAIM,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,1337.543,1286,172,0.0
deepseek-chat,golden-co-01,golden,True,,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,1465.698,1279,124,0.0
deepseek-chat,golden-co-02,golden,True,,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.88,1578.076,1279,127,0.0
deepseek-chat,golden-co-03,golden,True,,,COMPLAINT,COMPLAINT,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1121.276,1280,128,0.0
deepseek-chat,golden-co-04,golden,True,,,COMPLAINT,COMPLAINT,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.93,1104.291,1283,156,0.0
deepseek-chat,golden-co-05,golden,True,,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.88,923.985,1282,149,0.0
deepseek-chat,golden-ot-01,golden,True,,,OTHER,OTHER,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.62,1005.86,1284,124,0.0
deepseek-chat,golden-ot-02,golden,True,,,OTHER,OTHER,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.6,1016.674,1279,124,0.0
deepseek-chat,golden-ot-03,golden,True,,,OTHER,OTHER,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1173.06,1277,112,0.0
deepseek-chat,golden-ot-04,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
deepseek-chat,golden-ot-05,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
glm-4.5-air,golden-pq-01,golden,True,,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.95,2021.849,1273,129,0.0
glm-4.5-air,golden-pq-02,golden,True,,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.2,0.95,2043.104,1271,135,0.0
glm-4.5-air,golden-pq-03,golden,True,,,POLICY_QUERY,POLICY_QUERY,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,1935.176,1271,149,0.0
glm-4.5-air,golden-pq-04,golden,True,,,POLICY_QUERY,POLICY_QUERY,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.95,1739.597,1274,134,0.0
glm-4.5-air,golden-pq-05,golden,True,,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.9,2058.45,1279,145,0.0
glm-4.5-air,golden-pb-01,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.95,2087.639,1270,158,0.0
glm-4.5-air,golden-pb-02,golden,False,SAFETY_POLICY_FAILED: UNSUPPORTED_NUMERIC_FACT,Groundedness check found an unsupported numeric fact in the draft reply.,PREMIUM_BILLING,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,1848.349,1272,152,0.0
glm-4.5-air,golden-pb-03,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.95,2090.322,1269,157,0.0
glm-4.5-air,golden-pb-04,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.95,1737.909,1271,137,0.0
glm-4.5-air,golden-pb-05,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.9,2352.377,1275,179,0.0
glm-4.5-air,golden-ac-01,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.4,0.95,1757.823,1267,152,0.0
glm-4.5-air,golden-ac-02,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,0.2,0.9,1543.695,1274,130,0.0
