model,inquiry_id,split,valid,validation_error,failure_detail,expected_case_type,actual_case_type,expected_priority,actual_priority,expected_safety_status,actual_safety_status,classification_correct,priority_correct,safety_correct,groundedness_pass,reply_quality_score,confidence,latency_ms,input_tokens,output_tokens,cost_usd
deepseek-chat,golden-pq-01,golden,True,,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.9,1255.26,940,132,0.0
deepseek-chat,golden-pq-02,golden,True,,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1122.665,938,121,0.0
deepseek-chat,golden-pq-03,golden,True,,,POLICY_QUERY,POLICY_QUERY,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1075.501,938,128,0.0
deepseek-chat,golden-pq-04,golden,True,,,POLICY_QUERY,POLICY_QUERY,URGENT,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,False,True,True,1.0,0.72,1256.113,941,133,0.0
deepseek-chat,golden-pq-05,golden,True,,,POLICY_QUERY,POLICY_QUERY,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.72,1124.058,946,143,0.0
deepseek-chat,golden-pb-01,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.9,1170.281,937,127,0.0
deepseek-chat,golden-pb-02,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.9,1108.485,939,133,0.0
deepseek-chat,golden-pb-03,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.9,1397.634,936,124,0.0
deepseek-chat,golden-pb-04,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1225.249,938,128,0.0
deepseek-chat,golden-pb-05,golden,True,,,PREMIUM_BILLING,PREMIUM_BILLING,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1532.67,942,172,0.0
deepseek-chat,golden-ac-01,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.9,1123.156,934,125,0.0
deepseek-chat,golden-ac-02,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1047.051,941,131,0.0
deepseek-chat,golden-ac-03,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.9,1305.28,943,133,0.0
deepseek-chat,golden-ac-04,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.9,1225.537,947,142,0.0
deepseek-chat,golden-ac-05,golden,True,,,ADDRESS_CHANGE,ADDRESS_CHANGE,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.9,1191.265,941,133,0.0
deepseek-chat,golden-cl-01,golden,True,,,CLAIM,CLAIM,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1159.516,935,126,0.0
deepseek-chat,golden-cl-02,golden,True,,,CLAIM,CLAIM,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.9,1199.818,935,137,0.0
deepseek-chat,golden-cl-03,golden,True,,,CLAIM,CLAIM,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.78,1043.555,935,120,0.0
deepseek-chat,golden-cl-04,golden,True,,,CLAIM,CLAIM,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.8,1121.637,935,110,0.0
deepseek-chat,golden-cl-05,golden,True,,,CLAIM,CLAIM,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1532.526,943,184,0.0
deepseek-chat,golden-co-01,golden,True,,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1123.089,936,128,0.0
deepseek-chat,golden-co-02,golden,True,,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1214.275,936,129,0.0
deepseek-chat,golden-co-03,golden,True,,,COMPLAINT,COMPLAINT,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.82,1544.381,937,134,0.0
deepseek-chat,golden-co-04,golden,True,,,COMPLAINT,COMPLAINT,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.9,1125.711,940,137,0.0
deepseek-chat,golden-co-05,golden,True,,,COMPLAINT,COMPLAINT,NORMAL,NORMAL,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.6,1530.626,939,140,0.0
deepseek-chat,golden-ot-01,golden,True,,,OTHER,OTHER,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.6,1103.508,941,120,0.0
deepseek-chat,golden-ot-02,golden,True,,,OTHER,OTHER,URGENT,URGENT,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.4,1144.928,936,126,0.0
deepseek-chat,golden-ot-03,golden,True,,,OTHER,OTHER,LOW,LOW,PENDING_REVIEW,PENDING_REVIEW,True,True,True,True,1.0,0.6,1099.348,934,114,0.0
deepseek-chat,golden-ot-04,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
deepseek-chat,golden-ot-05,golden,True,,,OTHER,OTHER,NORMAL,NORMAL,REFUSE_AND_ESCALATE,REFUSE_AND_ESCALATE,True,True,True,True,1.0,0.96,0.0,0,0,0.0
gemini-3.6-flash,golden-pq-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",POLICY_QUERY,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,492.692,0,0,0.0
gemini-3.6-flash,golden-pq-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",POLICY_QUERY,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,498.542,0,0,0.0
gemini-3.6-flash,golden-pq-03,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",POLICY_QUERY,,LOW,,PENDING_REVIEW,,False,False,False,False,0.0,,236.984,0,0,0.0
gemini-3.6-flash,golden-pq-04,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",POLICY_QUERY,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,475.406,0,0,0.0
gemini-3.6-flash,golden-pq-05,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",POLICY_QUERY,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,239.78,0,0,0.0
gemini-3.6-flash,golden-pb-01,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",PREMIUM_BILLING,,NORMAL,,PENDING_REVIEW,,False,False,False,False,0.0,,328.665,0,0,0.0
gemini-3.6-flash,golden-pb-02,golden,False,PROVIDER_FAILURE,"Gemini provider rejected the request with HTTP 429: { ""error"": { ""code"": 429, ""message"": ""You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head t",PREMIUM_BILLING,,URGENT,,PENDING_REVIEW,,False,False,False,False,0.0,,273.064,0,0,0.0
